FISHID,Increment_21Edge,Date
BL0123,increment19,2009-08-27
BL0123,increment2,2009-08-10
BL0123,increment20,2009-08-28
BL0123,increment21,2009-08-29
BL0123,increment3,2009-08-11
BL0123,increment4,2009-08-12
BL0123,increment5,2009-08-13
BL0123,increment6,2009-08-14
BL0123,increment7,2009-08-15
BL0123,increment8,2009-08-16
BL0123,increment9,2009-08-17
BL0124,increment1,2009-08-09
BL0124,increment10,2009-08-18
BL0124,increment11,2009-08-19
BL0124,increment12,2009-08-20
BL0124,increment13,2009-08-21
BL0124,increment14,2009-08-22
BL0124,increment15,2009-08-23
BL0124,increment16,2009-08-24
BL0124,increment17,2009-08-25
BL0124,increment18,2009-08-26
BL0124,increment19,2009-08-27
BL0124,increment2,2009-08-10
BL0124,increment20,2009-08-28
BL0124,increment21,2009-08-29
BL0124,increment3,2009-08-11
BL0124,increment4,2009-08-12
BL0124,increment5,2009-08-13
BL0124,increment6,2009-08-14
BL0124,increment7,2009-08-15
BL0124,increment8,2009-08-16
BL0124,increment9,2009-08-17
BL0145,increment1,2009-08-03
BL0145,increment10,2009-08-12
BL0145,increment11,2009-08-13
BL0145,increment12,2009-08-14
BL0145,increment13,2009-08-15
BL0145,increment14,2009-08-16
BL0145,increment15,2009-08-17
BL0145,increment16,2009-08-18
BL0145,increment17,2009-08-19
BL0145,increment18,2009-08-20
BL0145,increment19,2009-08-21
BL0145,increment2,2009-08-04
BL0145,increment20,2009-08-22
BL0145,increment21,2009-08-23
BL0145,increment3,2009-08-05
BL0145,increment4,2009-08-06
BL0145,increment5,2009-08-07
BL0145,increment6,2009-08-08
BL0145,increment7,2009-08-09
BL0145,increment8,2009-08-10
BL0145,increment9,2009-08-11
BL0229,increment1,2009-06-27
BL0229,increment10,2009-07-06
BL0229,increment11,2009-07-07
BL0229,increment12,2009-07-08
BL0229,increment13,2009-07-09
BL0229,increment14,2009-07-10
BL0229,increment15,2009-07-11
BL0229,increment16,2009-07-12
BL0229,increment17,2009-07-13
BL0229,increment18,2009-07-14
BL0229,increment19,2009-07-15
BL0229,increment2,2009-06-28
BL0229,increment20,2009-07-16
BL0229,increment21,2009-07-17
BL0229,increment3,2009-06-29
BL0229,increment4,2009-06-30
BL0229,increment5,2009-07-01
BL0229,increment6,2009-07-02
BL0229,increment7,2009-07-03
BL0229,increment8,2009-07-04
BL0229,increment9,2009-07-05
BL0236,increment1,2009-06-24
BL0236,increment10,2009-07-03
BL0236,increment11,2009-07-04
BL0236,increment12,2009-07-05
BL0236,increment13,2009-07-06
BL0236,increment14,2009-07-07
BL0236,increment15,2009-07-08
BL0236,increment16,2009-07-09
BL0236,increment17,2009-07-10
BL0236,increment18,2009-07-11
BL0236,increment19,2009-07-12
BL0236,increment2,2009-06-25
BL0236,increment20,2009-07-13
BL0236,increment21,2009-07-14
BL0236,increment3,2009-06-26
BL0236,increment4,2009-06-27
BL0236,increment5,2009-06-28
BL0236,increment6,2009-06-29
BL0236,increment7,2009-06-30
BL0236,increment8,2009-07-01
BL0236,increment9,2009-07-02
BL0237,increment1,2009-06-24
BL0237,increment10,2009-07-03
BL0237,increment11,2009-07-04
BL0237,increment12,2009-07-05
BL0237,increment13,2009-07-06
BL0237,increment14,2009-07-07
BL0237,increment15,2009-07-08
BL0237,increment16,2009-07-09
BL0237,increment17,2009-07-10
BL0237,increment18,2009-07-11
BL0237,increment19,2009-07-12
BL0237,increment2,2009-06-25
BL0237,increment20,2009-07-13
BL0237,increment21,2009-07-14
BL0237,increment3,2009-06-26
BL0237,increment4,2009-06-27
BL0237,increment5,2009-06-28
BL0237,increment6,2009-06-29
BL0237,increment7,2009-06-30
BL0237,increment8,2009-07-01
BL0237,increment9,2009-07-02
BL0238,increment1,2009-06-24
BL0238,increment10,2009-07-03
BL0238,increment11,2009-07-04
BL0238,increment12,2009-07-05
BL0238,increment13,2009-07-06
BL0238,increment14,2009-07-07
BL0238,increment15,2009-07-08
BL0238,increment16,2009-07-09
BL0238,increment17,2009-07-10
BL0238,increment18,2009-07-11
BL0238,increment19,2009-07-12
BL0238,increment2,2009-06-25
BL0238,increment20,2009-07-13
BL0238,increment21,2009-07-14
BL0238,increment3,2009-06-26
BL0238,increment4,2009-06-27
BL0238,increment5,2009-06-28
BL0238,increment6,2009-06-29
BL0238,increment7,2009-06-30
BL0238,increment8,2009-07-01
BL0238,increment9,2009-07-02
BL0239,increment1,2009-06-24
BL0239,increment10,2009-07-03
BL0239,increment11,2009-07-04
BL0239,increment12,2009-07-05
BL0239,increment13,2009-07-06
BL0239,increment14,2009-07-07
BL0239,increment15,2009-07-08
BL0239,increment16,2009-07-09
BL0239,increment17,2009-07-10
BL0239,increment18,2009-07-11
BL0239,increment19,2009-07-12
BL0239,increment2,2009-06-25
BL0239,increment20,2009-07-13
BL0239,increment21,2009-07-14
BL0239,increment3,2009-06-26
BL0239,increment4,2009-06-27
BL0239,increment5,2009-06-28
BL0239,increment6,2009-06-29
BL0239,increment7,2009-06-30
BL0239,increment8,2009-07-01
BL0239,increment9,2009-07-02
BL0240,increment1,2009-06-24
BL0240,increment10,2009-07-03
BL0240,increment11,2009-07-04
BL0240,increment12,2009-07-05
BL0240,increment13,2009-07-06
BL0240,increment14,2009-07-07
BL0240,increment15,2009-07-08
BL0240,increment16,2009-07-09
BL0240,increment17,2009-07-10
BL0240,increment18,2009-07-11
BL0240,increment19,2009-07-12
BL0240,increment2,2009-06-25
BL0240,increment20,2009-07-13
BL0240,increment21,2009-07-14
BL0240,increment3,2009-06-26
BL0240,increment4,2009-06-27
BL0240,increment5,2009-06-28
BL0240,increment6,2009-06-29
BL0240,increment7,2009-06-30
BL0240,increment8,2009-07-01
BL0240,increment9,2009-07-02
BL0242,increment1,2009-06-24
BL0242,increment10,2009-07-03
BL0242,increment11,2009-07-04
BL0242,increment12,2009-07-05
BL0242,increment13,2009-07-06
BL0242,increment14,2009-07-07
BL0242,increment15,2009-07-08
BL0242,increment16,2009-07-09
BL0242,increment17,2009-07-10
BL0242,increment18,2009-07-11
BL0242,increment19,2009-07-12
BL0242,increment2,2009-06-25
BL0242,increment20,2009-07-13
BL0242,increment21,2009-07-14
BL0242,increment3,2009-06-26
BL0242,increment4,2009-06-27
BL0242,increment5,2009-06-28
BL0242,increment6,2009-06-29
BL0242,increment7,2009-06-30
BL0242,increment8,2009-07-01
BL0242,increment9,2009-07-02
BL0243,increment1,2009-06-24
BL0243,increment10,2009-07-03
BL0243,increment11,2009-07-04
BL0243,increment12,2009-07-05
BL0243,increment13,2009-07-06
BL0243,increment14,2009-07-07
BL0243,increment15,2009-07-08
BL0243,increment16,2009-07-09
BL0243,increment17,2009-07-10
BL0243,increment18,2009-07-11
BL0243,increment19,2009-07-12
BL0243,increment2,2009-06-25
BL0243,increment20,2009-07-13
BL0243,increment21,2009-07-14
BL0243,increment3,2009-06-26
BL0243,increment4,2009-06-27
BL0243,increment5,2009-06-28
BL0243,increment6,2009-06-29
BL0243,increment7,2009-06-30
BL0243,increment8,2009-07-01
BL0243,increment9,2009-07-02
BL0244,increment1,2009-06-24
BL0244,increment10,2009-07-03
BL0244,increment11,2009-07-04
BL0244,increment12,2009-07-05
BL0244,increment13,2009-07-06
BL0244,increment14,2009-07-07
BL0244,increment15,2009-07-08
BL0244,increment16,2009-07-09
BL0244,increment17,2009-07-10
BL0244,increment18,2009-07-11
BL0244,increment19,2009-07-12
BL0244,increment2,2009-06-25
BL0244,increment20,2009-07-13
BL0244,increment21,2009-07-14
BL0244,increment3,2009-06-26
BL0244,increment4,2009-06-27
BL0244,increment5,2009-06-28
BL0244,increment6,2009-06-29
BL0244,increment7,2009-06-30
BL0244,increment8,2009-07-01
BL0244,increment9,2009-07-02
BL0245,increment1,2009-06-24
BL0245,increment10,2009-07-03
BL0245,increment11,2009-07-04
BL0245,increment12,2009-07-05
BL0245,increment13,2009-07-06
BL0245,increment14,2009-07-07
BL0245,increment15,2009-07-08
BL0245,increment16,2009-07-09
BL0245,increment17,2009-07-10
BL0245,increment18,2009-07-11
BL0245,increment19,2009-07-12
BL0245,increment2,2009-06-25
BL0245,increment20,2009-07-13
BL0245,increment21,2009-07-14
BL0245,increment3,2009-06-26
BL0245,increment4,2009-06-27
BL0245,increment5,2009-06-28
BL0245,increment6,2009-06-29
BL0245,increment7,2009-06-30
BL0245,increment8,2009-07-01
BL0245,increment9,2009-07-02
BL0246,increment1,2009-06-24
BL0246,increment10,2009-07-03
BL0246,increment11,2009-07-04
BL0246,increment12,2009-07-05
BL0246,increment13,2009-07-06
BL0246,increment14,2009-07-07
BL0246,increment15,2009-07-08
BL0246,increment16,2009-07-09
BL0246,increment17,2009-07-10
BL0246,increment18,2009-07-11
BL0246,increment19,2009-07-12
BL0246,increment2,2009-06-25
BL0246,increment20,2009-07-13
BL0246,increment21,2009-07-14
BL0246,increment3,2009-06-26
BL0246,increment4,2009-06-27
BL0246,increment5,2009-06-28
BL0246,increment6,2009-06-29
BL0246,increment7,2009-06-30
BL0246,increment8,2009-07-01
BL0246,increment9,2009-07-02
BL0247,increment1,2009-06-24
BL0247,increment10,2009-07-03
BL0247,increment11,2009-07-04
BL0247,increment12,2009-07-05
BL0247,increment13,2009-07-06
BL0247,increment14,2009-07-07
BL0247,increment15,2009-07-08
BL0247,increment16,2009-07-09
BL0247,increment17,2009-07-10
BL0247,increment18,2009-07-11
BL0247,increment19,2009-07-12
BL0247,increment2,2009-06-25
BL0247,increment20,2009-07-13
BL0247,increment21,2009-07-14
BL0247,increment3,2009-06-26
BL0247,increment4,2009-06-27
BL0247,increment5,2009-06-28
BL0247,increment6,2009-06-29
BL0247,increment7,2009-06-30
BL0247,increment8,2009-07-01
BL0247,increment9,2009-07-02
BL0248,increment1,2009-06-24
BL0248,increment10,2009-07-03
BL0248,increment11,2009-07-04
BL0248,increment12,2009-07-05
BL0248,increment13,2009-07-06
BL0248,increment14,2009-07-07
BL0248,increment15,2009-07-08
BL0248,increment16,2009-07-09
BL0248,increment17,2009-07-10
BL0248,increment18,2009-07-11
BL0248,increment19,2009-07-12
BL0248,increment2,2009-06-25
BL0248,increment20,2009-07-13
BL0248,increment21,2009-07-14
BL0248,increment3,2009-06-26
BL0248,increment4,2009-06-27
BL0248,increment5,2009-06-28
BL0248,increment6,2009-06-29
BL0248,increment7,2009-06-30
BL0248,increment8,2009-07-01
BL0248,increment9,2009-07-02
BL0250,increment1,2009-06-24
BL0250,increment10,2009-07-03
BL0250,increment11,2009-07-04
BL0250,increment12,2009-07-05
BL0250,increment13,2009-07-06
BL0250,increment14,2009-07-07
BL0250,increment15,2009-07-08
BL0250,increment16,2009-07-09
BL0250,increment17,2009-07-10
BL0250,increment18,2009-07-11
BL0250,increment19,2009-07-12
BL0250,increment2,2009-06-25
BL0250,increment20,2009-07-13
BL0250,increment21,2009-07-14
BL0250,increment3,2009-06-26
BL0250,increment4,2009-06-27
BL0250,increment5,2009-06-28
BL0250,increment6,2009-06-29
BL0250,increment7,2009-06-30
BL0250,increment8,2009-07-01
BL0250,increment9,2009-07-02
BL0251,increment1,2006-08-05
BL0251,increment10,2006-08-14
BL0251,increment11,2006-08-15
BL0251,increment12,2006-08-16
BL0251,increment13,2006-08-17
BL0251,increment14,2006-08-18
BL0251,increment15,2006-08-19
BL0251,increment16,2006-08-20
BL0251,increment17,2006-08-21
BL0251,increment18,2006-08-22
BL0251,increment19,2006-08-23
BL0251,increment2,2006-08-06
BL0251,increment20,2006-08-24
BL0251,increment21,2006-08-25
BL0251,increment3,2006-08-07
BL0251,increment4,2006-08-08
BL0251,increment5,2006-08-09
BL0251,increment6,2006-08-10
BL0251,increment7,2006-08-11
BL0251,increment8,2006-08-12
BL0251,increment9,2006-08-13
BL0252,increment1,2006-08-05
BL0252,increment10,2006-08-14
BL0252,increment11,2006-08-15
BL0252,increment12,2006-08-16
BL0252,increment13,2006-08-17
BL0252,increment14,2006-08-18
BL0252,increment15,2006-08-19
BL0252,increment16,2006-08-20
BL0252,increment17,2006-08-21
BL0252,increment18,2006-08-22
BL0252,increment19,2006-08-23
BL0252,increment2,2006-08-06
BL0252,increment20,2006-08-24
BL0252,increment21,2006-08-25
BL0252,increment3,2006-08-07
BL0252,increment4,2006-08-08
BL0252,increment5,2006-08-09
BL0252,increment6,2006-08-10
BL0252,increment7,2006-08-11
BL0252,increment8,2006-08-12
BL0252,increment9,2006-08-13
BL0266,increment1,2006-08-08
BL0266,increment10,2006-08-17
BL0266,increment11,2006-08-18
BL0266,increment12,2006-08-19
BL0266,increment13,2006-08-20
BL0266,increment14,2006-08-21
BL0266,increment15,2006-08-22
BL0266,increment16,2006-08-23
BL0266,increment17,2006-08-24
BL0266,increment18,2006-08-25
BL0266,increment19,2006-08-26
BL0266,increment2,2006-08-09
BL0266,increment20,2006-08-27
BL0266,increment21,2006-08-28
BL0266,increment3,2006-08-10
BL0266,increment4,2006-08-11
BL0266,increment5,2006-08-12
BL0266,increment6,2006-08-13
BL0266,increment7,2006-08-14
BL0266,increment8,2006-08-15
BL0266,increment9,2006-08-16
BL0267,increment1,2006-08-08
BL0267,increment10,2006-08-17
BL0267,increment11,2006-08-18
BL0267,increment12,2006-08-19
BL0267,increment13,2006-08-20
BL0267,increment14,2006-08-21
BL0267,increment15,2006-08-22
BL0267,increment16,2006-08-23
BL0267,increment17,2006-08-24
BL0267,increment18,2006-08-25
BL0267,increment19,2006-08-26
BL0267,increment2,2006-08-09
BL0267,increment20,2006-08-27
BL0267,increment21,2006-08-28
BL0267,increment3,2006-08-10
BL0267,increment4,2006-08-11
BL0267,increment5,2006-08-12
BL0267,increment6,2006-08-13
BL0267,increment7,2006-08-14
BL0267,increment8,2006-08-15
BL0267,increment9,2006-08-16
BL0291,increment1,2006-08-05
BL0291,increment10,2006-08-14
BL0291,increment11,2006-08-15
BL0291,increment12,2006-08-16
BL0291,increment13,2006-08-17
BL0291,increment14,2006-08-18
BL0291,increment15,2006-08-19
BL0291,increment16,2006-08-20
BL0291,increment17,2006-08-21
BL0291,increment18,2006-08-22
BL0291,increment19,2006-08-23
BL0291,increment2,2006-08-06
BL0291,increment20,2006-08-24
BL0291,increment21,2006-08-25
BL0291,increment3,2006-08-07
BL0291,increment4,2006-08-08
BL0291,increment5,2006-08-09
BL0291,increment6,2006-08-10
BL0291,increment7,2006-08-11
BL0291,increment8,2006-08-12
BL0291,increment9,2006-08-13
BL0292,increment1,2006-08-05
BL0292,increment10,2006-08-14
BL0292,increment11,2006-08-15
BL0292,increment12,2006-08-16
BL0292,increment13,2006-08-17
BL0292,increment14,2006-08-18
BL0292,increment15,2006-08-19
BL0292,increment16,2006-08-20
BL0292,increment17,2006-08-21
BL0292,increment18,2006-08-22
BL0292,increment19,2006-08-23
BL0292,increment2,2006-08-06
BL0292,increment20,2006-08-24
BL0292,increment21,2006-08-25
BL0292,increment3,2006-08-07
BL0292,increment4,2006-08-08
BL0292,increment5,2006-08-09
BL0292,increment6,2006-08-10
BL0292,increment7,2006-08-11
BL0292,increment8,2006-08-12
BL0292,increment9,2006-08-13
BL0303,increment1,2006-08-05
BL0303,increment10,2006-08-14
BL0303,increment11,2006-08-15
BL0303,increment12,2006-08-16
BL0303,increment13,2006-08-17
BL0303,increment14,2006-08-18
BL0303,increment15,2006-08-19
BL0303,increment16,2006-08-20
BL0303,increment17,2006-08-21
BL0303,increment18,2006-08-22
BL0303,increment19,2006-08-23
BL0303,increment2,2006-08-06
BL0303,increment20,2006-08-24
BL0303,increment21,2006-08-25
BL0303,increment3,2006-08-07
BL0303,increment4,2006-08-08
BL0303,increment5,2006-08-09
BL0303,increment6,2006-08-10
BL0303,increment7,2006-08-11
BL0303,increment8,2006-08-12
BL0303,increment9,2006-08-13
BL0304,increment1,2006-08-05
BL0304,increment10,2006-08-14
BL0304,increment11,2006-08-15
BL0304,increment12,2006-08-16
BL0304,increment13,2006-08-17
BL0304,increment14,2006-08-18
BL0304,increment15,2006-08-19
BL0304,increment16,2006-08-20
BL0304,increment17,2006-08-21
BL0304,increment18,2006-08-22
BL0304,increment19,2006-08-23
BL0304,increment2,2006-08-06
BL0304,increment20,2006-08-24
BL0304,increment21,2006-08-25
BL0304,increment3,2006-08-07
BL0304,increment4,2006-08-08
BL0304,increment5,2006-08-09
BL0304,increment6,2006-08-10
BL0304,increment7,2006-08-11
BL0304,increment8,2006-08-12
BL0304,increment9,2006-08-13
BL0316,increment1,2006-08-07
BL0316,increment10,2006-08-16
BL0316,increment11,2006-08-17
BL0316,increment12,2006-08-18
BL0316,increment13,2006-08-19
BL0316,increment14,2006-08-20
BL0316,increment15,2006-08-21
BL0316,increment16,2006-08-22
BL0316,increment17,2006-08-23
BL0316,increment18,2006-08-24
BL0316,increment19,2006-08-25
BL0316,increment2,2006-08-08
BL0316,increment20,2006-08-26
BL0316,increment21,2006-08-27
BL0316,increment3,2006-08-09
BL0316,increment4,2006-08-10
BL0316,increment5,2006-08-11
BL0316,increment6,2006-08-12
BL0316,increment7,2006-08-13
BL0316,increment8,2006-08-14
BL0316,increment9,2006-08-15
BL0317,increment1,2006-08-07
BL0317,increment10,2006-08-16
BL0317,increment11,2006-08-17
BL0317,increment12,2006-08-18
BL0317,increment13,2006-08-19
BL0317,increment14,2006-08-20
BL0317,increment15,2006-08-21
BL0317,increment16,2006-08-22
BL0317,increment17,2006-08-23
BL0317,increment18,2006-08-24
BL0317,increment19,2006-08-25
BL0317,increment2,2006-08-08
BL0317,increment20,2006-08-26
BL0317,increment21,2006-08-27
BL0317,increment3,2006-08-09
BL0317,increment4,2006-08-10
BL0317,increment5,2006-08-11
BL0317,increment6,2006-08-12
BL0317,increment7,2006-08-13
BL0317,increment8,2006-08-14
BL0317,increment9,2006-08-15
BL0364,increment1,2006-08-05
BL0364,increment10,2006-08-14
BL0364,increment11,2006-08-15
BL0364,increment12,2006-08-16
BL0364,increment13,2006-08-17
BL0364,increment14,2006-08-18
BL0364,increment15,2006-08-19
BL0364,increment16,2006-08-20
BL0364,increment17,2006-08-21
BL0364,increment18,2006-08-22
BL0364,increment19,2006-08-23
BL0364,increment2,2006-08-06
BL0364,increment20,2006-08-24
BL0364,increment21,2006-08-25
BL0364,increment3,2006-08-07
BL0364,increment4,2006-08-08
BL0364,increment5,2006-08-09
BL0364,increment6,2006-08-10
BL0364,increment7,2006-08-11
BL0364,increment8,2006-08-12
BL0364,increment9,2006-08-13
BL0365,increment1,2006-08-05
BL0365,increment10,2006-08-14
BL0365,increment11,2006-08-15
BL0365,increment12,2006-08-16
BL0365,increment13,2006-08-17
BL0365,increment14,2006-08-18
BL0365,increment15,2006-08-19
BL0365,increment16,2006-08-20
BL0365,increment17,2006-08-21
BL0365,increment18,2006-08-22
BL0365,increment19,2006-08-23
BL0365,increment2,2006-08-06
BL0365,increment20,2006-08-24
BL0365,increment21,2006-08-25
BL0365,increment3,2006-08-07
BL0365,increment4,2006-08-08
BL0365,increment5,2006-08-09
BL0365,increment6,2006-08-10
BL0365,increment7,2006-08-11
BL0365,increment8,2006-08-12
BL0365,increment9,2006-08-13
BL0431,increment1,2006-07-31
BL0431,increment10,2006-08-09
BL0431,increment11,2006-08-10
BL0431,increment12,2006-08-11
BL0431,increment13,2006-08-12
BL0431,increment14,2006-08-13
BL0431,increment15,2006-08-14
BL0431,increment16,2006-08-15
BL0431,increment17,2006-08-16
BL0431,increment18,2006-08-17
BL0431,increment19,2006-08-18
BL0431,increment2,2006-08-01
BL0431,increment20,2006-08-19
BL0431,increment21,2006-08-20
BL0431,increment3,2006-08-02
BL0431,increment4,2006-08-03
BL0431,increment5,2006-08-04
BL0431,increment6,2006-08-05
BL0431,increment7,2006-08-06
BL0431,increment8,2006-08-07
BL0431,increment9,2006-08-08
BL0432,increment1,2006-07-31
BL0432,increment10,2006-08-09
BL0432,increment11,2006-08-10
BL0432,increment12,2006-08-11
BL0432,increment13,2006-08-12
BL0432,increment14,2006-08-13
BL0432,increment15,2006-08-14
BL0432,increment16,2006-08-15
BL0432,increment17,2006-08-16
BL0432,increment18,2006-08-17
BL0432,increment19,2006-08-18
BL0432,increment2,2006-08-01
BL0432,increment20,2006-08-19
BL0432,increment21,2006-08-20
BL0432,increment3,2006-08-02
BL0432,increment4,2006-08-03
BL0432,increment5,2006-08-04
BL0432,increment6,2006-08-05
BL0432,increment7,2006-08-06
BL0432,increment8,2006-08-07
BL0432,increment9,2006-08-08
BL0446,increment1,2006-08-01
BL0446,increment10,2006-08-10
BL0446,increment11,2006-08-11
BL0446,increment12,2006-08-12
BL0446,increment13,2006-08-13
BL0446,increment14,2006-08-14
BL0446,increment15,2006-08-15
BL0446,increment16,2006-08-16
BL0446,increment17,2006-08-17
