FISHID,Year,Month,SL_mm,WholeBodyWW_g,TOTAL_Liver_WW_g,Heatwave,logSL,logWeight,HSI,HSI_numeric,LWResiduals_All
BL0218,2009,7,39,0.5923,3.00E-04,Before,3.663561646,-0.523742016,0.050650008,0.050650008,0.081086704
BL0514,2006,8,60,2.1769,0.0011,Before,4.094344562,0.777901846,0.050530571,0.050530571,0.062337936
BL0810,2010,7,50,1.3882,7.00E-04,Before,3.912023005,0.328007944,0.050425011,0.050425011,0.171277801
BL0361,2006,8,97,10.7196,0.0054,Before,4.574710979,2.372073842,0.050375014,0.050375014,0.184138924
BL0633,2008,8,94,5.5721,0.0028,Before,4.543294782,1.717772003,0.050250354,0.050250354,-0.373869138
BL0398,2006,8,64,2.7926,0.0014,Before,4.158883083,1.026973062,0.050132493,0.050132493,0.113592143
BL0333,2006,8,67,3.3935,0.0017,Before,4.204692619,1.221861837,0.050095771,0.050095771,0.168070119
BL0709,2007,8,64,1.2008,6.00E-04,Before,4.158883083,0.182988001,0.049966689,0.049966689,-0.730392917
BL0273,2006,8,60,2.4097,0.0012,Before,4.094344562,0.879502258,0.04979873,0.04979873,0.163938348
BL0296,2006,8,94,9.8399,0.0049,Before,4.543294782,2.286445548,0.049797254,0.049797254,0.194804408
BL0414,2006,8,58,2.0117,0.001,Before,4.060443011,0.698980136,0.049709201,0.049709201,0.087327865
BL0730,2007,8,58,1.2087,6.00E-04,Before,4.060443011,0.189545402,0.049640109,0.049640109,-0.422106869
BL0814,2010,7,53,1.6117,8.00E-04,Before,3.970291914,0.477289523,0.049637029,0.049637029,0.141959361
BL0399,2006,8,63,2.6252,0.0013,Before,4.143134726,0.965157084,0.049520037,0.049520037,0.100046451
BL0397,2006,8,62,2.4308,0.0012,Before,4.127134385,0.888220421,0.049366464,0.049366464,0.072152432
BL0452,2006,8,61,2.638,0.0013,Before,4.110873864,0.970021054,0.049279757,0.049279757,0.203793184
BL0714,2007,8,56,1.0177,5.00E-04,Before,4.025351691,0.017545179,0.049130392,0.049130392,-0.486548694
BL0654,2008,8,83,3.476,0.0017,Before,4.418840608,1.245882207,0.048906789,0.048906789,-0.464294468
BL0553,2008,8,54,1.0251,5.00E-04,Before,3.988984047,0.024790169,0.048775729,0.048775729,-0.367833246
BL0582,2008,8,51,0.829,4.00E-04,Before,3.931825633,-0.187535124,0.048250905,0.048250905,-0.404962296
BL0676,2008,8,58,1.2435,6.00E-04,Before,4.060443011,0.217929984,0.048250905,0.048250905,-0.393722287
BL0429,2006,8,56,1.6613,8.00E-04,Before,4.025351691,0.507600428,0.048155059,0.048155059,0.003506555
BL0684,2008,8,57,1.0433,5.00E-04,Before,4.043051268,0.042388766,0.047924854,0.047924854,-0.515956077
BL0752,2007,7,48,0.6288,3.00E-04,Before,3.871201011,-0.463942038,0.047709924,0.047709924,-0.495548693
BL0862,2010,7,32,0.42,2.00E-04,Before,3.465735903,-0.867500568,0.047619048,0.047619048,0.343683799
BL0791,2010,7,52,1.895,9.00E-04,Before,3.951243719,0.639218839,0.047493404,0.047493404,0.362273296
BL0436,2006,8,61,2.3278,0.0011,Before,4.110873864,0.844923616,0.047254919,0.047254919,0.078695745
BL0759,2007,7,42,0.425,2.00E-04,Before,3.737669618,-0.85566611,0.047058824,0.047058824,-0.477985721
BL0426,2006,8,61,2.3512,0.0011,Before,4.110873864,0.854925836,0.046784621,0.046784621,0.088697966
BL0812,2010,7,48,1.2826,6.00E-04,Before,3.871201011,0.248889268,0.046779978,0.046779978,0.217282612
BL0719,2007,8,57,1.0693,5.00E-04,Before,4.043051268,0.067004229,0.046759562,0.046759562,-0.491340615
BL0659,2008,8,79,2.7828,0.0013,Before,4.369447852,1.023457615,0.046715538,0.046715538,-0.535325335
BL0813,2010,7,48,1.2904,6.00E-04,Before,3.871201011,0.254952248,0.04649721,0.04649721,0.223345592
BL0763,2007,7,40,0.4302,2.00E-04,Before,3.688879454,-0.843505062,0.046490005,0.046490005,-0.31627795
BL0776,2010,7,52,1.5068,7.00E-04,Before,3.951243719,0.409988197,0.046456066,0.046456066,0.133042654
BL0764,2007,7,40,0.4351,2.00E-04,Before,3.688879454,-0.832179389,0.045966444,0.045966444,-0.304952277
BL0513,2006,8,61,2.1761,0.001,Before,4.110873864,0.777534284,0.045953771,0.045953771,0.011306413
BL0336,2006,8,82,5.8855,0.0027,Before,4.406719247,1.772491699,0.045875457,0.045875457,0.099468204
BL0386,2006,8,60,2.1809,0.001,Before,4.094344562,0.779737636,0.04585263,0.04585263,0.064173725
BL0869,2010,7,44,0.8728,4.00E-04,Before,3.784189634,-0.136048844,0.045829514,0.045829514,0.099043054
BL0417,2006,8,58,1.9731,9.00E-04,Before,4.060443011,0.67960591,0.045613502,0.045613502,0.067953639
BL0571,2008,8,65,1.7569,8.00E-04,Before,4.17438727,0.563550892,0.045534749,0.045534749,-0.397351905
BL0248,2009,7,39,0.6628,3.00E-04,Before,3.663561646,-0.411281993,0.045262523,0.045262523,0.193546727
BL0583,2008,8,62,1.3371,6.00E-04,Before,4.127134385,0.29050309,0.044873233,0.044873233,-0.5255649
BL0686,2008,8,66,1.7904,8.00E-04,Before,4.189654742,0.582439059,0.044682752,0.044682752,-0.425260065
BL0683,2008,8,71,1.8023,8.00E-04,Before,4.262679877,0.589063627,0.044387727,0.044387727,-0.642464823
BL0459,2006,8,67,3.1607,0.0014,Before,4.204692619,1.150793522,0.044293986,0.044293986,0.097001804
BL0608,2008,8,80,3.1658,0.0014,Before,4.382026635,1.152405788,0.044222629,0.044222629,-0.444932385
BL0407,2006,8,56,1.8093,8.00E-04,Before,4.025351691,0.59294003,0.044215995,0.044215995,0.088846157
BL0463,2006,8,75,4.9758,0.0022,Before,4.317488114,1.604586162,0.044213996,0.044213996,0.205064997
BL0490,2006,8,59,2.0483,9.00E-04,Before,4.077537444,0.717010181,0.043938876,0.043938876,0.052961766
BL0392,2006,8,61,2.2792,0.001,Before,4.110873864,0.823824504,0.043875044,0.043875044,0.057596634
BL0628,2008,8,73,2.0534,9.00E-04,Before,4.290459441,0.719496956,0.043829746,0.043829746,-0.597178631
BL0570,2008,8,59,1.3711,6.00E-04,Before,4.077537444,0.315613337,0.043760484,0.043760484,-0.348435078
BL0677,2008,8,59,1.3716,6.00E-04,Before,4.077537444,0.315977942,0.043744532,0.043744532,-0.348070474
BL0796,2010,7,47,1.3748,6.00E-04,Before,3.850147602,0.318308266,0.043642712,0.043642712,0.351232411
BL0809,2010,7,48,1.1467,5.00E-04,Before,3.871201011,0.136888252,0.043603384,0.043603384,0.105281597
BL0446,2006,8,74,4.3805,0.0019,Before,4.304065093,1.477162873,0.043374044,0.043374044,0.118784605
BL0682,2008,8,60,1.154,5.00E-04,Before,4.094344562,0.143234168,0.043327556,0.043327556,-0.572329742
BL0527,2006,8,68,3.0184,0.0013,Before,4.219507705,1.10472689,0.043069176,0.043069176,0.005525455
BL0705,2008,8,71,2.0901,9.00E-04,Before,4.262679877,0.737211912,0.043060141,0.043060141,-0.494316538
BL0474,2006,8,84,7.6643,0.0033,Before,4.430816799,2.036573184,0.04305677,0.04305677,0.289688288
BL0465,2006,8,69,3.4979,0.0015,Before,4.234106505,1.252162788,0.042882873,0.042882873,0.108214576
BL0404,2006,8,59,2.3354,0.001,Before,4.077537444,0.848183183,0.042819217,0.042819217,0.184134767
BL0210,2009,7,43,0.7044,3.00E-04,Before,3.761200116,-0.350408902,0.042589438,0.042589438,-0.044851836
BL0525,2006,8,62,2.3614,0.001,Before,4.127134385,0.859254663,0.04234776,0.04234776,0.043186674
BL0385,2006,8,70,4.0181,0.0017,Before,4.248495242,1.390809154,0.042308554,0.042308554,0.202758026
BL0707,2007,8,68,1.8912,8.00E-04,Before,4.219507705,0.637211548,0.042301184,0.042301184,-0.461989887
BL0602,2008,8,76,2.8506,0.0012,Before,4.33073334,1.047529498,0.042096401,0.042096401,-0.392589608
BL0617,2008,8,67,1.9041,8.00E-04,Before,4.204692619,0.644009456,0.0420146,0.0420146,-0.409782262
BL0529,2006,8,62,2.144,9.00E-04,Before,4.127134385,0.762673243,0.041977612,0.041977612,-0.053394746
BL0454,2006,8,90,8.3723,0.0035,Before,4.49980967,2.124928638,0.041804522,0.041804522,0.166573705
BL0630,2008,8,71,2.3951,0.001,Before,4.262679877,0.873424984,0.04175191,0.04175191,-0.358103467
BL0674,2008,8,58,1.2013,5.00E-04,Before,4.060443011,0.183404304,0.041621577,0.041621577,-0.428247967
BL0832,2010,7,48,1.2032,5.00E-04,Before,3.871201011,0.184984674,0.041555851,0.041555851,0.153378019
BL0558,2008,8,57,1.6847,7.00E-04,Before,4.043051268,0.521587506,0.041550424,0.041550424,-0.036757337
BL0205,2009,8,40,0.4865,2.00E-04,Before,3.688879454,-0.720518377,0.041109969,0.041109969,-0.193291265
BL0551,2008,8,65,1.7033,7.00E-04,Before,4.17438727,0.532567546,0.041096695,0.041096695,-0.428335252
BL0737,2007,8,55,0.9757,4.00E-04,Before,4.007333185,-0.024600117,0.040996208,0.040996208,-0.473465473
BL0815,2010,7,43,0.9785,4.00E-04,Before,3.761200116,-0.021734492,0.040878896,0.040878896,0.283822574
BL0735,2007,8,53,0.7366,3.00E-04,Before,3.970291914,-0.305710275,0.040727668,0.040727668,-0.641040436
BL0717,2007,8,50,0.7381,3.00E-04,Before,3.912023005,-0.303675962,0.040644899,0.040644899,-0.460406105
BL0456,2006,8,77,4.936,0.002,Before,4.343805422,1.596555287,0.040518639,0.040518639,0.116368945
BL0373,2006,8,62,2.4696,0.001,Before,4.127134385,0.904056194,0.040492387,0.040492387,0.087988205
BL0599,2008,8,76,2.7194,0.0011,Before,4.33073334,1.000411268,0.040450099,0.040450099,-0.439707839
BL0573,2008,8,63,1.4843,6.00E-04,Before,4.143134726,0.394943281,0.040423095,0.040423095,-0.470167352
BL0559,2008,8,61,1.4852,6.00E-04,Before,4.110873864,0.395549443,0.0403986,0.0403986,-0.370678427
BL0563,2008,8,57,1.2379,5.00E-04,Before,4.043051268,0.213416396,0.040390985,0.040390985,-0.344928448
BL0713,2007,8,58,1.2452,5.00E-04,Before,4.060443011,0.21929616,0.040154192,0.040154192,-0.392356111
BL0756,2007,7,43,0.4991,2.00E-04,Before,3.761200116,-0.694948803,0.04007213,0.04007213,-0.389391736
BL0554,2008,8,67,1.7521,7.00E-04,Before,4.204692619,0.560815069,0.039952058,0.039952058,-0.49297665
BL0619,2008,8,77,3.0121,0.0012,Before,4.343805422,1.10263751,0.039839315,0.039839315,-0.377548832
BL0585,2008,8,48,0.7544,3.00E-04,Before,3.871201011,-0.281832548,0.039766702,0.039766702,-0.313439203
BL0487,2006,8,59,2.2693,9.00E-04,Before,4.077537444,0.819471414,0.039659807,0.039659807,0.155422999
BL0853,2010,7,41,0.7577,3.00E-04,Before,3.713572067,-0.27746775,0.039593507,0.039593507,0.17407404
BL0519,2006,8,64,2.5286,0.001,Before,4.158883083,0.92766579,0.039547576,0.039547576,0.014284871
BL0362,2006,8,92,9.6184,0.0038,Before,4.521788577,2.263677931,0.03950761,0.03950761,0.237955456
BL0579,2008,8,61,1.2656,5.00E-04,Before,4.110873864,0.235546318,0.039506953,0.039506953,-0.530681552
BL0613,2008,8,75,2.7851,0.0011,Before,4.317488114,1.024283779,0.039495889,0.039495889,-0.375237386
BL0615,2008,8,79,3.3034,0.0013,Before,4.369447852,1.194952241,0.039353393,0.039353393,-0.363830709
BL0444,2006,8,46,1.0174,4.00E-04,Before,3.828641396,0.017250353,0.039315903,0.039315903,0.116093164
BL0359,2006,8,74,4.5856,0.0018,Before,4.304065093,1.522920959,0.039253315,0.039253315,0.164542691
BL0339,2006,8,89,7.668,0.003,Before,4.48863637,2.037055825,0.039123631,0.039123631,0.112948174
BL0596,2008,8,86,4.6017,0.0018,Before,4.454347296,1.5264258,0.039115979,0.039115979,-0.292582418
BL0552,2008,8,61,1.7938,7.00E-04,Before,4.110873864,0.584336275,0.039023302,0.039023302,-0.181891596
BL0637,2008,8,78,4.1012,0.0016,Before,4.356708827,1.411279614,0.039012972,0.039012972,-0.108456951
BL0476,2006,8,58,2.0603,8.00E-04,Before,4.060443011,0.722851603,0.038829297,0.038829297,0.111199332
BL0524,2006,8,59,2.0613,8.00E-04,Before,4.077537444,0.723336852,0.038810459,0.038810459,0.059288436
BL0758,2007,7,44,0.5157,2.00E-04,Before,3.784189634,-0.662230078,0.038782238,0.038782238,-0.427138179
BL0562,2008,8,65,1.5523,6.00E-04,Before,4.17438727,0.439737702,0.038652322,0.038652322,-0.521165096
BL0622,2008,8,69,1.8141,7.00E-04,Before,4.234106505,0.595589477,0.038586627,0.038586627,-0.548358735
BL0808,2010,7,42,0.7859,3.00E-04,Before,3.737669618,-0.240925721,0.038172796,0.038172796,0.136754668
BL0378,2006,8,67,2.8837,0.0011,Before,4.204692619,1.059074192,0.038145438,0.038145438,0.005282474
BL0858,2010,7,41,0.7874,3.00E-04,Before,3.713572067,-0.2390189,0.038100076,0.038100076,0.212522889
BL0342,2006,8,93,10.0285,0.0038,Before,4.532599493,2.305431039,0.037892008,0.037892008,0.246572028
BL0794,2010,7,48,1.3235,5.00E-04,Before,3.871201011,0.280279743,0.037778617,0.037778617,0.248673087
BL0745,2007,7,49,0.7952,3.00E-04,Before,3.891820298,-0.229161624,0.037726358,0.037726358,-0.323968452
BL0370,2006,8,69,3.7185,0.0014,Before,4.234106505,1.313320361,0.03764959,0.03764959,0.169372149
BL0294,2006,8,77,5.048,0.0019,Before,4.343805422,1.618992125,0.037638669,0.037638669,0.138805784
BL0770,2007,7,42,0.5319,2.00E-04,Before,3.737669618,-0.631299777,0.037601053,0.037601053,-0.253619388
BL0914,2012,8,57.34,1.8068,7.00E-04,Before,4.04899846,0.591557325,0.038742528,0.038742528,0.014983742
BL0811,2010,7,48,1.3448,5.00E-04,Before,3.871201011,0.296245303,0.03718025,0.03718025,0.264638648
BL0803,2010,7,42,0.8071,3.00E-04,Before,3.737669618,-0.214307703,0.037170115,0.037170115,0.163372687
BL0365,2006,8,72,3.7854,0.0014,Before,4.276666119,1.331151562,0.036984202,0.036984202,0.056753884
BL0788,2010,7,46,1.0827,4.00E-04,Before,3.828641396,0.079457921,0.036944675,0.036944675,0.178300731
BL0681,2008,8,55,1.0865,4.00E-04,Before,4.007333185,0.082961521,0.036815462,0.036815462,-0.365903835
BL0800,2010,7,58,1.9036,7.00E-04,Before,4.060443011,0.64374683,0.036772431,0.036772431,0.032094559
BL0241,2009,7,41,0.8165,3.00E-04,Before,3.713572067,-0.202728367,0.036742192,0.036742192,0.248813423
BL0854,2010,7,41,0.8203,3.00E-04,Before,3.713572067,-0.198085152,0.036571986,0.036571986,0.253456638
BL0383,2006,8,67,3.2826,0.0012,Before,4.204692619,1.188635791,0.036556388,0.036556388,0.134844073
BL0782,2010,7,49,1.3688,5.00E-04,Before,3.891820298,0.313934444,0.036528346,0.036528346,0.219127615
BL0658,2008,8,81,3.5603,0.0013,Before,4.394449155,1.269844811,0.036513777,0.036513777,-0.365569626
BL0267,2006,8,66,3.2874,0.0012,Before,4.189654742,1.190096979,0.036503011,0.036503011,0.182397855
BL0799,2010,7,44,1.0962,4.00E-04,Before,3.784189634,0.091849654,0.036489692,0.036489692,0.326941552
BL0600,2008,8,68,1.6447,6.00E-04,Before,4.219507705,0.497557997,0.036480817,0.036480817,-0.601643438
BL0497,2006,8,89,7.136,0.0026,Before,4.48863637,1.965152395,0.036434978,0.036434978,0.041044744
BL0634,2008,8,72,3.0428,0.0011,Before,4.276666119,1.112778144,0.036150914,0.036150914,-0.161619534
BL0483,2006,8,57,2.2176,8.00E-04,Before,4.043051268,0.79642553,0.036075036,0.036075036,0.238080686
BL0503,2006,8,65,2.7812,0.001,Before,4.17438727,1.022882489,0.035955703,0.035955703,0.061979692
BL0469,2006,8,62,2.2251,8.00E-04,Before,4.127134385,0.799801858,0.03595344,0.03595344,-0.016266131
BL0311,2006,8,92,7.8025,0.0028,Before,4.521788577,2.054444195,0.035885934,0.035885934,0.02872172
BL0727,2007,8,58,1.1164,4.00E-04,Before,4.060443011,0.110109223,0.035829452,0.035829452,-0.501543048
BL0319,2006,8,72,3.9139,0.0014,Before,4.276666119,1.364534319,0.035769948,0.035769948,0.090136642
BL0807,2010,7,47,1.1193,4.00E-04,Before,3.850147602,0.11270349,0.035736621,0.035736621,0.145627635
BL0526,2006,8,54,1.6803,6.00E-04,Before,3.988984047,0.518972349,0.035707909,0.035707909,0.126348934
BL0382,2006,8,58,1.9634,7.00E-04,Before,4.060443011,0.674677664,0.03565244,0.03565244,0.063025393
BL0535,2006,8,68,3.0877,0.0011,Before,4.219507705,1.127426477,0.035625223,0.035625223,0.028225042
BL0744,2007,8,45,0.5641,2.00E-04,Before,3.80666249,-0.572523738,0.035454707,0.035454707,-0.406313385
BL0769,2007,7,45,0.5643,2.00E-04,Before,3.80666249,-0.572169254,0.035442141,0.035442141,-0.405958901
BL2280,2017,8,77,4.3565,0.0015,Between,4.343805422,1.471668983,0.03443131,0.03443131,-0.008517359
BL0376,2006,8,62,2.5524,9.00E-04,Before,4.127134385,0.937034093,0.035260931,0.035260931,0.120966103
BL0424,2006,8,75,4.2609,0.0015,Before,4.317488114,1.449480406,0.03520383,0.03520383,0.049959241
BL0352,2006,8,75,4.5807,0.0016,Before,4.317488114,1.521851825,0.034929159,0.034929159,0.12233066
BL0355,2006,8,66,2.865,0.001,Before,4.189654742,1.05256835,0.034904014,0.034904014,0.044869227
BL0486,2006,8,69,3.7414,0.0013,Before,4.234106505,1.319459873,0.034746352,0.034746352,0.175511661
BL0266,2006,8,70,3.7699,0.0013,Before,4.248495242,1.327048476,0.034483673,0.034483673,0.138997348
BL0738,2007,8,52,0.8709,3.00E-04,Before,3.951243719,-0.138228119,0.034447124,0.034447124,-0.415173662
BL0432,2006,8,50,1.1642,4.00E-04,Before,3.912023005,0.152034156,0.034358358,0.034358358,-0.004695987
BL0425,2006,8,53,1.4565,5.00E-04,Before,3.970291914,0.376036297,0.034328871,0.034328871,0.040706136
BL0740,2007,8,46,0.5828,2.00E-04,Before,3.828641396,-0.539911205,0.03431709,0.03431709,-0.441068395
BL0298,2006,8,81,5.2766,0.0018,Before,4.394449155,1.663281951,0.034112876,0.034112876,0.027867514
BL0303,2006,8,84,5.5907,0.0019,Before,4.430816799,1.721104503,0.033985011,0.033985011,-0.025780393
BL0879,2010,7,50,1.4723,5.00E-04,Before,3.912023005,0.386825804,0.03396047,0.03396047,0.230095661
BL0845,2010,7,44,0.8865,3.00E-04,Before,3.784189634,-0.120474153,0.033840948,0.033840948,0.114617745
BL0754,2007,7,45,0.5917,2.00E-04,Before,3.80666249,-0.524755529,0.033800913,0.033800913,-0.358545177
BL0864,2010,7,49,1.1858,4.00E-04,Before,3.891820298,0.170417652,0.033732501,0.033732501,0.075610824
BL0611,2008,8,73,2.6709,9.00E-04,Before,4.290459441,0.982415494,0.033696507,0.033696507,-0.334260092
BL0798,2010,7,45,1.1989,4.00E-04,Before,3.80666249,0.18140447,0.033363917,0.033363917,0.347614822
BL0368,2006,8,66,3.0039,0.001,Before,4.189654742,1.099911444,0.033290056,0.033290056,0.092212321
BL0515,2006,8,58,2.1045,7.00E-04,Before,4.060443011,0.744077909,0.033262057,0.033262057,0.132425638
BL0620,2008,8,65,1.8084,6.00E-04,Before,4.17438727,0.592442476,0.0331785,0.0331785,-0.368460321
BL0817,2010,7,50,1.5072,5.00E-04,Before,3.912023005,0.410253625,0.033174098,0.033174098,0.253523482
BL0310,2006,8,98,9.9674,0.0033,Before,4.584967479,2.299319768,0.033107932,0.033107932,0.079947654
BL0777,2010,7,52,1.524,5.00E-04,Before,3.951243719,0.421338457,0.032808399,0.032808399,0.144392914
BL0464,2006,8,77,4.5845,0.0015,Before,4.343805422,1.522681049,0.032718944,0.032718944,0.042494707
BL0467,2006,8,60,2.1548,7.00E-04,Before,4.094344562,0.767697912,0.032485614,0.032485614,0.052134002
BL0217,2009,7,35,0.3087,1.00E-04,Before,3.555348061,-1.175385347,0.03239391,0.03239391,-0.238871191
BL0472,2006,8,58,2.1623,7.00E-04,Before,4.060443011,0.77117247,0.032372936,0.032372936,0.159520199
BL0592,2008,8,77,2.7894,9.00E-04,Before,4.343805422,1.025826519,0.032265003,0.032265003,-0.454359822
BL0743,2007,8,52,0.9306,3.00E-04,Before,3.951243719,-0.07192574,0.032237266,0.032237266,-0.348871282
BL0601,2008,8,72,2.1751,7.00E-04,Before,4.276666119,0.77707464,0.032182428,0.032182428,-0.497323037
BL0387,2006,8,62,2.1911,7.00E-04,Before,4.127134385,0.784403701,0.031947424,0.031947424,-0.031664289
BL0574,2008,8,60,1.2531,4.00E-04,Before,4.094344562,0.225620481,0.031920836,0.031920836,-0.489943429
BL0790,2010,7,43,0.94,3.00E-04,Before,3.761200116,-0.061875404,0.031914894,0.031914894,0.243681663
BL0457,2006,8,62,2.8329,9.00E-04,Before,4.127134385,1.041300922,0.031769565,0.031769565,0.225232932
BL0591,2008,8,70,2.2051,7.00E-04,Before,4.248495242,0.790772859,0.031744592,0.031744592,-0.397278269
BL0437,2006,8,59,2.2136,7.00E-04,Before,4.077537444,0.794620149,0.031622696,0.031622696,0.130571734
BL0678,2008,8,54,0.9502,3.00E-04,Before,3.988984047,-0.05108279,0.031572301,0.031572301,-0.443706205
BL0523,2006,8,57,1.9028,6.00E-04,Before,4.043051268,0.643326486,0.031532478,0.031532478,0.084981642
BL0351,2006,8,69,3.5235,0.0011,Before,4.234106505,1.259454814,0.031218958,0.031218958,0.115506602
BL0733,2007,8,53,0.9639,3.00E-04,Before,3.970291914,-0.036767724,0.031123561,0.031123561,-0.372097886
BL0531,2006,8,66,2.8952,9.00E-04,Before,4.189654742,1.063054193,0.031085935,0.031085935,0.05535507
BL0428,2006,8,59,2.2655,7.00E-04,Before,4.077537444,0.817795485,0.030898256,0.030898256,0.15374707
BL0528,2006,8,58,1.945,6.00E-04,Before,4.060443011,0.665261977,0.030848329,0.030848329,0.053609706
BL0716,2007,8,48,0.6519,2.00E-04,Before,3.871201011,-0.427864103,0.030679552,0.030679552,-0.459470759
BL0747,2007,7,48,0.6535,2.00E-04,Before,3.871201011,-0.425412746,0.030604438,0.030604438,-0.457019401
BL0534,2006,8,60,2.3076,7.00E-04,Before,4.094344562,0.836208023,0.030334547,0.030334547,0.120644113
BL0766,2007,7,47,0.6612,2.00E-04,Before,3.850147602,-0.413698913,0.030248034,0.030248034,-0.380774768
BL0367,2006,8,65,2.9768,9.00E-04,Before,4.17438727,1.090848898,0.030233808,0.030233808,0.1299461
BL0605,2008,8,77,2.9816,9.00E-04,Before,4.343805422,1.092460069,0.030185135,0.030185135,-0.387726272
BL0331,2006,8,67,3.3143,0.001,Before,4.204692619,1.19824644,0.030172284,0.030172284,0.144454722
BL0448,2006,8,64,2.6685,8.00E-04,Before,4.158883083,0.981516517,0.029979389,0.029979389,0.068135598
BL0732,2007,8,50,0.6678,2.00E-04,Before,3.912023005,-0.403766551,0.029949087,0.029949087,-0.560496694
BL0285,2006,8,61,2.3375,7.00E-04,Before,4.110873864,0.849081982,0.029946524,0.029946524,0.082854112
BL0453,2006,8,64,2.6731,8.00E-04,Before,4.158883083,0.983238848,0.029927799,0.029927799,0.069857929
BL0804,2010,7,40,0.6694,2.00E-04,Before,3.688879454,-0.40137349,0.029877502,0.029877502,0.125853622
BL0695,2008,8,60,1.3412,4.00E-04,Before,4.094344562,0.293564736,0.029824038,0.029824038,-0.421999175
BL0580,2008,8,61,1.3454,4.00E-04,Before,4.110873864,0.296691367,0.029730935,0.029730935,-0.469536504
BL0449,2006,8,72,3.7045,0.0011,Before,4.276666119,1.309548297,0.029693616,0.029693616,0.035150619
BL0734,2007,8,49,0.6756,2.00E-04,Before,3.891820298,-0.392154094,0.029603316,0.029603316,-0.486960923
BL0793,2010,7,48,1.3662,4.00E-04,Before,3.871201011,0.312033163,0.02927829,0.02927829,0.280426508
BL0439,2006,8,62,2.7329,8.00E-04,Before,4.127134385,1.005363316,0.029272934,0.029272934,0.189295327
BL0289,2006,8,63,2.7428,8.00E-04,Before,4.143134726,1.008979296,0.029167274,0.029167274,0.143868664
BL0550,2008,8,60,1.3757,4.00E-04,Before,4.094344562,0.318962692,0.029076107,0.029076107,-0.396601218
BL0379,2006,8,67,2.7546,8.00E-04,Before,4.204692619,1.013272242,0.029042329,0.029042329,-0.040519477
BL0612,2008,8,70,2.0705,6.00E-04,Before,4.248495242,0.727790124,0.028978508,0.028978508,-0.460261004
BL0441,2006,8,55,1.7297,5.00E-04,Before,4.007333185,0.547947983,0.028906747,0.028906747,0.099082627
BL0494,2006,8,68,3.4824,0.001,Before,4.219507705,1.247721711,0.028715828,0.028715828,0.148520276
BL0496,2006,8,72,3.4919,0.001,Before,4.276666119,1.250446001,0.028637704,0.028637704,-0.023951677
BL0442,2006,8,58,2.0982,6.00E-04,Before,4.060443011,0.741079834,0.028595939,0.028595939,0.129427563
BL0371,2006,8,73,3.8553,0.0011,Before,4.290459441,1.349448825,0.028532151,0.028532151,0.032773238
BL0354,2006,8,62,2.4636,7.00E-04,Before,4.127134385,0.901623695,0.028413704,0.028413704,0.085555705
BL0473,2006,8,61,2.4749,7.00E-04,Before,4.110873864,0.906199991,0.028283971,0.028283971,0.139972121
BL0640,2008,8,76,3.1832,9.00E-04,Before,4.33073334,1.15788698,0.028273436,0.028273436,-0.282232127
BL0471,2006,8,61,3.1849,9.00E-04,Before,4.110873864,1.158420891,0.028258344,0.028258344,0.392193021
BL0863,2010,7,32,0.355,1.00E-04,Before,3.465735903,-1.03563749,0.028169014,0.028169014,0.175546877
BL0726,2007,8,49,0.713,2.00E-04,Before,3.891820298,-0.338273859,0.028050491,0.028050491,-0.433080687
BL0687,2008,8,68,1.0743,3.00E-04,Before,4.219507705,0.071669287,0.027925161,0.027925161,-1.027532148
BL0364,2006,8,70,3.9929,0.0011,Before,4.248495242,1.384517784,0.027548899,0.027548899,0.196466656
BL0240,2009,7,47,1.0917,3.00E-04,Before,3.850147602,0.087736114,0.027480077,0.027480077,0.120660259
BL0353,2006,8,63,2.5515,7.00E-04,Before,4.143134726,0.936681422,0.027434842,0.027434842,0.071570789
BL0394,2006,8,63,2.1872,6.00E-04,Before,4.143134726,0.782622187,0.027432334,0.027432334,-0.082488446
BL0434,2006,8,59,2.1875,6.00E-04,Before,4.077537444,0.782759339,0.027428571,0.027428571,0.118710924
BL0589,2008,8,82,3.6482,0.001,Before,4.406719247,1.294233895,0.027410778,0.027410778,-0.3787896
BL0381,2006,8,73,4.3791,0.0012,Before,4.290459441,1.476843224,0.027402891,0.027402891,0.160167637
BL0555,2008,8,60,1.4622,4.00E-04,Before,4.094344562,0.379942151,0.027356039,0.027356039,-0.335621759
BL0400,2006,8,63,2.5612,7.00E-04,Before,4.143134726,0.940475899,0.027330939,0.027330939,0.075365266
BL0787,2010,7,50,1.4643,4.00E-04,Before,3.912023005,0.381377313,0.027316807,0.027316807,0.22464717
BL0568,2008,8,55,1.099,3.00E-04,Before,4.007333185,0.094400675,0.027297543,0.027297543,-0.354464681
BL0488,2006,8,60,2.2092,6.00E-04,Before,4.094344562,0.792630459,0.027159153,0.027159153,0.077066549
BL0409,2006,8,65,2.59,7.00E-04,Before,4.17438727,0.951657876,0.027027027,0.027027027,-0.009244922
BL0460,2006,8,63,2.5978,7.00E-04,Before,4.143134726,0.954664933,0.026945877,0.026945877,0.0895543
BL0440,2006,8,68,3.3891,9.00E-04,Before,4.219507705,1.220564399,0.026555723,0.026555723,0.121362965
BL0499,2006,8,77,4.1551,0.0011,Before,4.343805422,1.424336495,0.02647349,0.02647349,-0.055849846
BL0557,2008,8,56,1.1379,3.00E-04,Before,4.025351691,0.129184458,0.026364355,0.026364355,-0.374909415
